,Artist,Genre,tag-list,Artist2,SongCount
103,FATBOY SLIM,"['british', 'uk', 'electronic', 'big beat', 'trip-hop', 'dance', 'britannique', 'english', 'trip hop', '1998', 'classic pop and rock']","[{'count': '0', 'name': 'trip-hop'}, {'count': '10', 'name': 'electronic'}, {'count': '10', 'name': 'big beat'}, {'count': '0', 'name': 'dance'}, {'count': '2', 'name': 'british'}, {'count': '2', 'name': 'uk'}, {'count': '0', 'name': 'britannique'}, {'count': '0', 'name': 'english'}, {'count': '0', 'name': 'trip hop'}, {'count': '0', 'name': '1998'}, {'count': '0', 'name': 'classic pop and rock'}]",Fatboy Slim,11
104,FLEETWOOD MAC,"['pop rock', 'blues', 'british blues', 'pop', 'rock', 'soft rock', 'blues rock', 'classic rock', 'art pop', 'british', 'rock music', 'folk rock', 'english', 'fleetwood mac', 'pop/rock', 'classic pop and rock', 'electric blues', 'psychedelic rock', 'acoustic rock', 'jam band', 'british-american', 'american', 'band']","[{'count': '16', 'name': 'rock'}, {'count': '4', 'name': 'pop'}, {'count': '-1', 'name': 'american'}, {'count': '7', 'name': 'blues'}, {'count': '1', 'name': 'british'}, {'count': '-1', 'name': 'band'}, {'count': '0', 'name': 'folk rock'}, {'count': '0', 'name': 'psychedelic rock'}, {'count': '10', 'name': 'blues rock'}, {'count': '0', 'name': 'jam band'}, {'count': '1', 'name': 'classic rock'}, {'count': '12', 'name': 'soft rock'}, {'count': '0', 'name': 'acoustic rock'}, {'count': '9', 'name': 'pop rock'}, {'count': '0', 'name': 'electric blues'}, {'count': '5', 'name': 'british blues'}, {'count': '0', 'name': 'english'}, {'count': '1', 'name': 'rock music'}, {'count': '0', 'name': 'classic pop and rock'}, {'count': '0', 'name': 'pop/rock'}, {'count': '1', 'name': 'art pop'}, {'count': '0', 'name': 'fleetwood mac'}, {'count': '0', 'name': 'british-american'}]",Fleetwood Mac,11
105,FRONT LINE ASSEMBLY,"['ebm', 'electro-industrial', 'electronic', 'industrial', 'industrial metal', 'post-industrial', 'electronica', 'industrial rock', 'metal', 'breakbeat', 'post industrial', 'bill leeb']","[{'count': '6', 'name': 'electronic'}, {'count': '6', 'name': 'industrial'}, {'count': '1', 'name': 'industrial rock'}, {'count': '3', 'name': 'industrial metal'}, {'count': '1', 'name': 'metal'}, {'count': '8', 'name': 'ebm'}, {'count': '2', 'name': 'electronica'}, {'count': '1', 'name': 'breakbeat'}, {'count': '7', 'name': 'electro-industrial'}, {'count': '3', 'name': 'post-industrial'}, {'count': '1', 'name': 'post industrial'}, {'count': '0', 'name': 'bill leeb'}]",Front Line Assembly,10
106,FUN LOVIN CRIMINALS,"['alternative rock', 'rap', 'indie rock', 'rap rock', 'rock and indie', 'alternative hip hop', 'jazz rap']","[{'count': '3', 'name': 'alternative rock'}, {'count': '1', 'name': 'rap'}, {'count': '1', 'name': 'indie rock'}, {'count': '1', 'name': 'rap rock'}, {'count': '1', 'name': 'rock and indie'}, {'count': '1', 'name': 'alternative hip hop'}, {'count': '1', 'name': 'jazz rap'}]",Fun Lovin Criminals,19
107,FUR PATROL,['rock'],"[{'count': '1', 'name': 'rock'}]",Fur Patrol,2
108,GARBAGE,"['alternative dance', 'industrial rock', 'alternative rock', 'post-grunge', 'trip hop', 'rock', 'happiness', 'dance-rock', 'electronic rock', 'rock and indie', 'wall of sound', 'noise pop', 'pop rock', 'electronic', 'electronica', 'indie rock', 'american', 'scottish', 'killer pop']","[{'count': '0', 'name': 'rock'}, {'count': '0', 'name': 'electronic'}, {'count': '16', 'name': 'alternative rock'}, {'count': '3', 'name': 'industrial rock'}, {'count': '0', 'name': 'scottish'}, {'count': '0', 'name': 'american'}, {'count': '0', 'name': 'indie rock'}, {'count': '0', 'name': 'electronica'}, {'count': '1', 'name': 'post-grunge'}, {'count': '0', 'name': 'noise pop'}, {'count': '0', 'name': 'pop rock'}, {'count': '3', 'name': 'alternative dance'}, {'count': '1', 'name': 'trip hop'}, {'count': '0', 'name': 'wall of sound'}, {'count': '0', 'name': 'rock and indie'}, {'count': '0', 'name': 'electronic rock'}, {'count': '0', 'name': 'dance-rock'}, {'count': '0', 'name': 'happiness'}, {'count': '0', 'name': 'killer pop'}]",Garbage,10
109,GENTLE PEOPLE APHEX TWIN REMIX,"['drill and bass', 'acid breaks', 'acid techno', 'electronica', 'techno', 'electronic', 'idm', 'british', 'bleep techno', 'electroacoustic', 'breakcore', 'instrumental', 'breakbeat', 'ambient', 'experimental', 'ambient techno', 'progressive techno', 'modern classical', 'experimental electronic', 'braindance', 'glitch', 'warp', 'server name', 'rock and indie', 'remixer', 'musician', 'aphex twin', 'producer', 'uk', 'english']","[{'count': '26', 'name': 'electronic'}, {'count': '2', 'name': 'breakcore'}, {'count': '2', 'name': 'instrumental'}, {'count': '17', 'name': 'ambient'}, {'count': '14', 'name': 'experimental'}, {'count': '2', 'name': 'british'}, {'count': '22', 'name': 'idm'}, {'count': '-2', 'name': 'uk'}, {'count': '4', 'name': 'techno'}, {'count': '4', 'name': 'electronica'}, {'count': '2', 'name': 'breakbeat'}, {'count': '-2', 'name': 'producer'}, {'count': '-2', 'name': 'musician'}, {'count': '2', 'name': 'electroacoustic'}, {'count': '10', 'name': 'ambient techno'}, {'count': '0', 'name': 'glitch'}, {'count': '-1', 'name': 'english'}, {'count': '0', 'name': 'warp'}, {'count': '-2', 'name': 'remixer'}, {'count': '6', 'name': 'drill and bass'}, {'count': '-2', 'name': 'rock and indie'}, {'count': '0', 'name': 'modern classical'}, {'count': '0', 'name': 'braindance'}, {'count': '0', 'name': 'experimental electronic'}, {'count': '4', 'name': 'acid techno'}, {'count': '1', 'name': 'progressive techno'}, {'count': '-2', 'name': 'aphex twin'}, {'count': '2', 'name': 'bleep techno'}, {'count': '4', 'name': 'acid breaks'}, {'count': '0', 'name': 'server name'}]",Aphex Twin,1
110,GEORGE MICHAEL,"['pop', 'blue-eyed soul', 'pop soul', 'pop rock', 'queer', 'r&b', 'soul', 'sophisti-pop', 'smooth jazz', 'contemporary r&b', 'lgbtqi', 'smooth soul', 'dance-pop', 'soft rock', 'ballad', 'dance-rock', 'british', 'jazz', 'adult contemporary', 'rock', 'classic pop and rock', 'english', 'rhythm and blues', 'uk', 'dance pop']","[{'count': '0', 'name': 'rock'}, {'count': '7', 'name': 'pop'}, {'count': '1', 'name': 'jazz'}, {'count': '1', 'name': 'british'}, {'count': '0', 'name': 'uk'}, {'count': '2', 'name': 'soul'}, {'count': '1', 'name': 'ballad'}, {'count': '1', 'name': 'soft rock'}, {'count': '1', 'name': 'dance-pop'}, {'count': '1', 'name': 'adult contemporary'}, {'count': '2', 'name': 'pop rock'}, {'count': '3', 'name': 'blue-eyed soul'}, {'count': '0', 'name': 'dance pop'}, {'count': '0', 'name': 'rhythm and blues'}, {'count': '1', 'name': 'smooth jazz'}, {'count': '0', 'name': 'english'}, {'count': '0', 'name': 'classic pop and rock'}, {'count': '2', 'name': 'queer'}, {'count': '2', 'name': 'pop soul'}, {'count': '1', 'name': 'smooth soul'}, {'count': '1', 'name': 'sophisti-pop'}, {'count': '2', 'name': 'r&b'}, {'count': '1', 'name': 'contemporary r&b'}, {'count': '1', 'name': 'dance-rock'}, {'count': '1', 'name': 'lgbtqi'}]","Michael, George",3
111,GEORGE MICHAELS,"['classical', 'german', 'composer', 'baroque', 'british composer', 'british', 'oratorio', 'english', 'european', 'keyboard', 'opera', 'choral', 'aria', '1976', 'baroque music', ""king's college"", 'menuhin', 'orchestral', 'cantata', 'opera seria', 'utrecht']","[{'count': '6', 'name': 'classical'}, {'count': '5', 'name': 'german'}, {'count': '0', 'name': 'orchestral'}, {'count': '2', 'name': 'british'}, {'count': '0', 'name': 'opera'}, {'count': '3', 'name': 'composer'}, {'count': '0', 'name': 'keyboard'}, {'count': '3', 'name': 'baroque'}, {'count': '1', 'name': 'english'}, {'count': '2', 'name': 'oratorio'}, {'count': '1', 'name': 'european'}, {'count': '0', 'name': 'choral'}, {'count': '0', 'name': 'aria'}, {'count': '-1', 'name': 'utrecht'}, {'count': '0', 'name': '1976'}, {'count': '0', 'name': 'baroque music'}, {'count': '0', 'name': ""king's college""}, {'count': '0', 'name': 'menuhin'}, {'count': '2', 'name': 'british composer'}, {'count': '0', 'name': 'cantata'}, {'count': '0', 'name': 'opera seria'}]","Handel, George Frideric",1
112,GILLIAN WELCH,"['folk', 'singer-songwriter', 'americana', 'contemporary folk', 'alternative country']","[{'count': '1', 'name': 'folk'}, {'count': '1', 'name': 'singer-songwriter'}, {'count': '1', 'name': 'americana'}, {'count': '1', 'name': 'contemporary folk'}, {'count': '1', 'name': 'alternative country'}]","Welch, Gillian",2
113,GIRL TALK,"['glitch', 'mashup', 'plunderphonics', 'experimental', 'hip hop']","[{'count': '1', 'name': 'experimental'}, {'count': '1', 'name': 'hip hop'}, {'count': '2', 'name': 'glitch'}, {'count': '2', 'name': 'mashup'}, {'count': '2', 'name': 'plunderphonics'}]",Girl Talk,10
114,GLOBAL COMMUNICATION,"['ambient', 'electronic', 'british', 'idm', 'uk', 'ambient techno', 'electronica']","[{'count': '3', 'name': 'electronic'}, {'count': '5', 'name': 'ambient'}, {'count': '2', 'name': 'british'}, {'count': '2', 'name': 'idm'}, {'count': '2', 'name': 'uk'}, {'count': '0', 'name': 'electronica'}, {'count': '2', 'name': 'ambient techno'}]",Global Communication,10
115,GOLDFRAPP,"['electropop', 'electronic', 'art pop', 'synthpop', 'ambient pop', 'trip hop', 'electronica', 'alternative/indie rock', 'chamber pop', 'electroclash', 'alternative pop', 'dream pop', 'left-field pop', 'synth-pop', 'indie rock', 'british', 'dance', 'alternative rock', 'pop', 'downtempo', 'glam rock', 'uk', 'english', 'ambient', 'dance and electronica', 'rock']","[{'count': '0', 'name': 'rock'}, {'count': '2', 'name': 'electronic'}, {'count': '1', 'name': 'downtempo'}, {'count': '2', 'name': 'synthpop'}, {'count': '1', 'name': 'pop'}, {'count': '1', 'name': 'alternative rock'}, {'count': '0', 'name': 'ambient'}, {'count': '1', 'name': 'dance'}, {'count': '1', 'name': 'british'}, {'count': '0', 'name': 'uk'}, {'count': '1', 'name': 'indie rock'}, {'count': '2', 'name': 'electronica'}, {'count': '1', 'name': 'synth-pop'}, {'count': '6', 'name': 'electropop'}, {'count': '0', 'name': 'glam rock'}, {'count': '1', 'name': 'dream pop'}, {'count': '1', 'name': 'alternative pop'}, {'count': '1', 'name': 'electroclash'}, {'count': '0', 'name': 'english'}, {'count': '1', 'name': 'chamber pop'}, {'count': '2', 'name': 'trip hop'}, {'count': '0', 'name': 'dance and electronica'}, {'count': '2', 'name': 'ambient pop'}, {'count': '1', 'name': 'alternative/indie rock'}, {'count': '2', 'name': 'art pop'}, {'count': '1', 'name': 'left-field pop'}]",Goldfrapp,46
116,GORILLAZ,"['alternative dance', 'virtual band', 'british', 'art pop', 'electronica', 'rock', 'fictional', 'fictitious artist', 'synth-pop', 'trip rock', 'electronic', 'alternative rock', 'trip hop', 'hip hop', 'electropop', 'fabloo', 'fictitious-artist', 'gorillaz', 'rock and indie', 'producteur', 'parlophone', 'trip-hop', 'english', 'uk garage', 'alternative hip-hop', 'art rock', 'producer', 'uk', 'hip-hop', 'leftfield']","[{'count': '-1', 'name': 'trip-hop'}, {'count': '2', 'name': 'rock'}, {'count': '17', 'name': 'electronic'}, {'count': '17', 'name': 'alternative rock'}, {'count': '2', 'name': 'fictional'}, {'count': '-1', 'name': 'hip-hop'}, {'count': '4', 'name': 'british'}, {'count': '12', 'name': 'hip hop'}, {'count': '-1', 'name': 'uk'}, {'count': '2', 'name': 'fictitious artist'}, {'count': '2', 'name': 'electronica'}, {'count': '2', 'name': 'synth-pop'}, {'count': '10', 'name': 'electropop'}, {'count': '-1', 'name': 'producer'}, {'count': '-1', 'name': 'art rock'}, {'count': '-1', 'name': 'leftfield'}, {'count': '2', 'name': 'trip rock'}, {'count': '-1', 'name': 'alternative hip-hop'}, {'count': '6', 'name': 'alternative dance'}, {'count': '-1', 'name': 'uk garage'}, {'count': '-1', 'name': 'english'}, {'count': '14', 'name': 'trip hop'}, {'count': '-1', 'name': 'parlophone'}, {'count': '-1', 'name': 'producteur'}, {'count': '-1', 'name': 'rock and indie'}, {'count': '-2', 'name': 'gorillaz'}, {'count': '5', 'name': 'virtual band'}, {'count': '4', 'name': 'art pop'}, {'count': '0', 'name': 'fictitious-artist'}, {'count': '0', 'name': 'fabloo'}]",Gorillaz,122
117,GOTYE,"['indie rock', 'indie pop', 'trip hop', 'art pop', 'rock', 'pop', 'chamber pop', 'indietronica', 'electronic', 'downtempo', 'synthpop', 'singer-songwriter', 'one-hit wonder', 'alternative pop', 'alternative']","[{'count': '2', 'name': 'rock'}, {'count': '1', 'name': 'electronic'}, {'count': '1', 'name': 'downtempo'}, {'count': '1', 'name': 'synthpop'}, {'count': '2', 'name': 'pop'}, {'count': '1', 'name': 'singer-songwriter'}, {'count': '1', 'name': 'one-hit wonder'}, {'count': '3', 'name': 'indie rock'}, {'count': '0', 'name': 'alternative'}, {'count': '3', 'name': 'indie pop'}, {'count': '1', 'name': 'alternative pop'}, {'count': '2', 'name': 'chamber pop'}, {'count': '3', 'name': 'trip hop'}, {'count': '2', 'name': 'indietronica'}, {'count': '3', 'name': 'art pop'}]",Gotye,12
118,GEORGE R R MARTIN,"['has german audiobooks', 'audiobook']","[{'count': '1', 'name': 'has german audiobooks'}, {'count': '1', 'name': 'audiobook'}]","Martin, George R. R.",1
119,GROOVE ARMADA,"['electronic', 'big beat', 'house', 'downtempo', 'electropop', 'trip hop', 'english', 'alternative dance', 'funky house', 'synth-pop', 'uk', 'british', 'dance and electronica', 'ambient techno', 'ambient dub', 'electronica', 'techno']","[{'count': '5', 'name': 'electronic'}, {'count': '2', 'name': 'downtempo'}, {'count': '3', 'name': 'big beat'}, {'count': '2', 'name': 'house'}, {'count': '1', 'name': 'british'}, {'count': '1', 'name': 'uk'}, {'count': '0', 'name': 'techno'}, {'count': '0', 'name': 'electronica'}, {'count': '1', 'name': 'synth-pop'}, {'count': '1', 'name': 'electropop'}, {'count': '0', 'name': 'ambient techno'}, {'count': '0', 'name': 'ambient dub'}, {'count': '1', 'name': 'funky house'}, {'count': '1', 'name': 'alternative dance'}, {'count': '1', 'name': 'english'}, {'count': '1', 'name': 'trip hop'}, {'count': '1', 'name': 'dance and electronica'}]",Groove Armada,24
120,HIA & BIOSPHERE,"['ambient', 'electronic', 'experimental', 'electronica', 'ambient techno', 'field recording', 'norwegian', 'ambient house', 'classical', 'field recordings', 'dance and electronica']","[{'count': '4', 'name': 'electronic'}, {'count': '0', 'name': 'classical'}, {'count': '1', 'name': 'norwegian'}, {'count': '7', 'name': 'ambient'}, {'count': '2', 'name': 'experimental'}, {'count': '2', 'name': 'electronica'}, {'count': '2', 'name': 'ambient techno'}, {'count': '1', 'name': 'ambient house'}, {'count': '0', 'name': 'field recordings'}, {'count': '0', 'name': 'dance and electronica'}, {'count': '2', 'name': 'field recording'}]",Biosphere,6
121,HAROLD BUDD,"['ambient', 'minimalism', 'death by covid-19', 'poets', 'neoclassical', 'composers', 'jazz', 'avant-garde', 'instrumental', 'dance and electronica']","[{'count': '0', 'name': 'instrumental'}, {'count': '1', 'name': 'poets'}, {'count': '1', 'name': 'neoclassical'}, {'count': '1', 'name': 'composers'}, {'count': '1', 'name': 'jazz'}, {'count': '6', 'name': 'ambient'}, {'count': '0', 'name': 'dance and electronica'}, {'count': '4', 'name': 'minimalism'}, {'count': '2', 'name': 'death by covid-19'}, {'count': '1', 'name': 'avant-garde'}]","Budd, Harold",129
122,HAROLD BUDD & HECTOR ZAZOU,"['electronic', 'songwriter', 'producer', 'composer', 'session']","[{'count': '1', 'name': 'electronic'}, {'count': '1', 'name': 'songwriter'}, {'count': '1', 'name': 'producer'}, {'count': '1', 'name': 'composer'}, {'count': '1', 'name': 'session'}]","Zazou, Hector",16
123,HAROLD BUDD & ZEITGEIST,"['ambient', 'minimalism', 'death by covid-19', 'poets', 'neoclassical', 'composers', 'jazz', 'avant-garde', 'instrumental', 'dance and electronica']","[{'count': '0', 'name': 'instrumental'}, {'count': '1', 'name': 'poets'}, {'count': '1', 'name': 'neoclassical'}, {'count': '1', 'name': 'composers'}, {'count': '1', 'name': 'jazz'}, {'count': '6', 'name': 'ambient'}, {'count': '0', 'name': 'dance and electronica'}, {'count': '4', 'name': 'minimalism'}, {'count': '2', 'name': 'death by covid-19'}, {'count': '1', 'name': 'avant-garde'}]","Budd, Harold",1
124,HAROLD BUDD WITH BRIAN ENO,"['electronic', 'experimental rock', 'art rock', 'british', 'united kingdom', 'ambient', 'uk', 'glam rock', 'drone', 'rock', 'britannique', 'classic pop and rock', 'art pop', 'electronica', 'space ambient']","[{'count': '1', 'name': 'rock'}, {'count': '9', 'name': 'electronic'}, {'count': '21', 'name': 'ambient'}, {'count': '3', 'name': 'british'}, {'count': '2', 'name': 'uk'}, {'count': '1', 'name': 'britannique'}, {'count': '0', 'name': 'electronica'}, {'count': '2', 'name': 'glam rock'}, {'count': '4', 'name': 'art rock'}, {'count': '2', 'name': 'drone'}, {'count': '5', 'name': 'experimental rock'}, {'count': '3', 'name': 'united kingdom'}, {'count': '1', 'name': 'classic pop and rock'}, {'count': '-1', 'name': 'space ambient'}, {'count': '1', 'name': 'art pop'}]","Eno, Brian",1
125,HAROLD BUDD WITH BRIAN ENO & DANIEL LANOIS,"['canadian', 'rock', 'alternative rock', 'breakcore', 'ambient', 'singer-songwriter', 'adult contemporary', 'ambient pop']","[{'count': '1', 'name': 'rock'}, {'count': '1', 'name': 'alternative rock'}, {'count': '1', 'name': 'breakcore'}, {'count': '1', 'name': 'ambient'}, {'count': '2', 'name': 'canadian'}, {'count': '1', 'name': 'singer-songwriter'}, {'count': '1', 'name': 'adult contemporary'}, {'count': '1', 'name': 'ambient pop'}]","Lanois, Daniel",1
126,HAROLD BUDD WITH COCTEAU TWINS,"['shoegaze', 'ethereal wave', 'post-punk', 'gothic rock', 'scottish', '4ad', 'ambient techno', 'dream pop', 'british', 'dark wave', 'the lost generation', 'rock', 'electronic', 'ambient', 'uk', 'classic pop and rock']","[{'count': '0', 'name': 'rock'}, {'count': '0', 'name': 'electronic'}, {'count': '9', 'name': 'shoegaze'}, {'count': '0', 'name': 'ambient'}, {'count': '3', 'name': 'scottish'}, {'count': '1', 'name': 'british'}, {'count': '7', 'name': 'post-punk'}, {'count': '1', 'name': 'dark wave'}, {'count': '0', 'name': 'uk'}, {'count': '2', 'name': 'ambient techno'}, {'count': '15', 'name': 'dream pop'}, {'count': '4', 'name': 'gothic rock'}, {'count': '9', 'name': 'ethereal wave'}, {'count': '3', 'name': '4ad'}, {'count': '0', 'name': 'classic pop and rock'}, {'count': '1', 'name': 'the lost generation'}]",Cocteau Twins,1
